X,Y,OBJECTID,GLOBALID,REQUESTID,REQUESTTYPE,REQUESTDATE,STATUS,STREETSEGID,COMMENTS,USERTYPE
-77.0434483060936,38.9069062234112,40353,{845EBE39-140A-43F0-9F95-1BCB02FBDA67},40353,Double parking,2017/06/21 20:25:45+00,Unassigned,631,"Delivery vehicles consistently block lanes during rush hour. Very dangerous, and no one seems to want to fix the issue.",Biker
-76.9928411099802,38.9349822667405,40673,{6309479E-3999-43A1-AFB2-E68532C7FC7B},40673,Accessibility Issue,2017/06/29 15:26:44+00,Unassigned,4743,There is a lack of an ADA compliant cutout on the east side of 10th Street when  you are trying to cross from the small island at Michigan to the main sidewalk.,Pedestrian
-77.01596393302,38.9723552156021,40993,{1829EC65-ABA3-4E11-B5C0-AEF14B478E60},40993,Other Driving Issue,2017/07/20 17:23:09+00,Unassigned,5038,"Poor lane markings on Aspen St NW under the metro overpass. Drivers travelling westbound will use the wrong side of the road (eastbound) to turn left onto Blair. Causes ""near-misses"" and traffic jams as drivers are blocked in the intersection.",Car Driver
-77.0150668464852,38.9714162637299,40994,{B1D7E508-A737-4BDD-A068-37CDEC0C9C26},40994,Stop sign running,2017/07/20 17:39:42+00,Unassigned,7773,"Southbound on Sandy Spring. Stop sign here is new and drivers run it very often. The sign is partially blocked by tree limb and, possibly, an electric pole. This problem is in conjunction with the speeding that occurs through here.",Pedestrian
-77.015406901844,38.9718633829357,40995,{4A343F1E-E529-46C8-9A2D-EB222359210C},40995,Speeding,2017/07/20 17:41:05+00,Unassigned,1311,Drivers speed through here (probably trying to avoid traffic on Blair). Traffic calming is needed here. This would help the other issues at the intersection with Aspen and at Laurel.,Pedestrian
-77.0161229962029,38.9730618952861,41009,{B9851761-09FD-4399-A3A9-E9251B7A5975},41009,Poor visibility,2017/07/20 17:25:56+00,Unassigned,12480,"Narrow road, tight turn, limited visibility. Many wrecks and near-misses.",Car Driver
-76.9983387351701,38.9062377613387,41025,{B0E940C5-0433-45F7-ABD6-AF6D8708802D},41025,Other Biking Issue,2017/07/26 17:55:32+00,Unassigned,7233,Re: bike lane on 6th st NE that connects across Florida Ave NE. There is no pavement marker in the intersection to indicate that is a bike lane. Cars turning right or left onto Florida don't realize bikes cross there and it's a hazard.,Biker
-76.977739534362,38.937226461885,41026,{D8F3E1A7-FA0C-4D1A-8A84-FE92EE056E1C},41026,Other Driving Issue,2017/07/26 18:01:54+00,Unassigned,8178,"Dump trucks and other heavy rigs are increasingly using South Dakota Ave NE, a residential street. They speed and pollute and shake the sidewalks as they go by.",Pedestrian
-76.9983387351701,38.9062377613387,41041,{B4A4EE19-193B-4ABA-8C81-C16662947728},41041,Accessibility Issue,2017/07/26 18:05:32+00,Unassigned,7233,The sidewalks on Florida Ave are not big enough to accommodate a wheelchair or stroller. They are right next to heavy traffic with no buffer.,Pedestrian
-76.9752534287412,38.8994998914812,41345,{2AB97A35-98C9-49D4-9D80-362361F71497},41345,Speeding,2017/08/15 18:12:20+00,Unassigned,854,"Cars are constantly speeding down this street, which makes it unsafe for neighbors and especially children. Speed bump would be helpful, in addition to more police monitoring.",Pedestrian
-76.9865151761364,38.9002060959512,41346,{7D39B7AF-8FF6-4FE3-97F6-57B77C9932E5},41346,Double parking,2017/08/15 18:14:40+00,Unassigned,10010,"Drivers (Uber/Lyft drivers?) often stop/double park here, reducing traffic to 1 lane and making it dangerous when cars swerve into the left lane to avoid the double parkers",Car Driver
-77.0311686324344,38.9037450765134,41347,{9ACFB32A-9B60-4034-9F47-5ACB08696B32},41347,Blocking the bikebox,2017/08/15 18:15:07+00,Unassigned,7643,,Biker
-77.0090500591475,38.9573390647261,41665,{3EB1C80D-5648-48C4-91D9-83427FD2B0E9},41665,Poor visibility,2017/08/25 15:12:34+00,Unassigned,5697,Terrible views here with the blind hill.,Car Driver
-77.0056487044512,38.9614531336664,41681,{8269F59C-3FBF-4BBB-865B-89690516C585},41681,Poor visibility,2017/08/25 15:14:35+00,Unassigned,4584,Terrible views here with bling hill,Car Driver
-77.0187534822901,38.9531767444927,41697,{AE050170-2E90-4D52-9F66-53DF37957656},41697,Other Biking Issue,2017/09/01 19:15:36+00,Unassigned,8131,"In the Rock Creek East II Study, Gallatin and Hamilton were identified as future east-west connectors for bike shared roads. Can bicycle shared road symbols be expedited as this area gets heavy east-west bicycle traffic.",Biker
-77.0188389688976,38.9521165265275,41713,{F66ABBB4-F954-4895-BDBB-C5FA3F702EA2},41713,Other Biking Issue,2017/09/01 19:16:20+00,Unassigned,7416,"In the Rock Creek East II Study, Gallatin and Hamilton were identified as future east-west connectors for bike shared roads. Can bicycle shared road symbols be expedited as this area gets heavy east-west bicycle traffic.",Biker
-77.0086705967058,38.9464655829398,41714,{10CD7980-3388-4182-A32C-369D600B85CB},41714,Other Walking Issue,2017/09/01 19:20:08+00,Unassigned,13254,The sidewalk on the Cemetery Side of the Road dissapears!!! This is a very hectic intersection and a sidewalk would make this much safer.,Pedestrian
-77.0020381986642,38.913345699339,42017,{133FCBD8-AC67-4C9E-9A2C-C5B4932A85B6},42017,Failure to stop for pedestrians,2017/09/11 23:39:55+00,Unassigned,2206,At intersections on 3rd street there are crosswalks with two parallel lines and cars and bicyclists don't yield to pedestrians.  A higher visibility crosswalk with a ladder pattern would increase visibility and safety.,Pedestrian
-77.0020380286268,38.9140523548079,42018,{52BF55F6-82FA-4A3C-B41F-E46908A75BB5},42018,Failure to stop for pedestrians,2017/09/11 23:40:27+00,Unassigned,1308,At intersections on 3rd street there are crosswalks with two parallel lines and cars and bicyclists don't yield to pedestrians.  A higher visibility crosswalk with a ladder pattern would increase visibility and safety.,Pedestrian
-77.002034551329,38.9148297328882,42019,{9424AAD9-12C8-47A9-8A8F-7FE606F2C5A8},42019,Failure to stop for pedestrians,2017/09/11 23:41:12+00,Unassigned,8144,At intersections on 3rd street there are crosswalks with two parallel lines and cars and bicyclists don't yield to pedestrians.  A higher visibility crosswalk with a ladder pattern would increase visibility and safety.,Pedestrian
-76.9807339020318,38.926942095792,42337,{CC25C9E5-9EC7-4603-8EC5-7AF1112DC2E2},42337,Failure to stop for pedestrians,2017/09/25 16:53:22+00,Unassigned,4281,"Car traffic does not stop for pedestrians at this intersection, I watched a man on crutches make his way across from Brookland yesterday and was worried for his life. Pair this with the speeding on RI Ave and it made for a harrowing crossing.",Pedestrian
-76.9838632696968,38.925710650844,42338,{8F937A13-6810-4A82-8C3F-B2A9C1077C00},42338,Poor visibility,2017/09/25 16:55:36+00,Unassigned,10379,"This intersection is dangerous because cars on Franklin often stop in the middle of the intersection as they queue up for the signal to the east, and traffic coming westbound on Franklin are difficult to see if you're on 15th, trying to cross Nbound.",Car Driver
-77.0104936776982,38.9264741770788,42339,{1F62A5DA-4C75-4D49-96B5-101F14EFBCDD},42339,Speeding,2017/09/25 16:56:19+00,Unassigned,2943,Car drivers speed constantly on Michigan Ave.,Biker
-77.0090605791306,38.8792933769105,42657,{523C3D21-02E3-4E94-B982-E48EA3E30570},42657,Other Driving Issue,2017/09/27 00:15:55+00,Unassigned,8285,Going from 395 off ramp on S Capitol. No on follows street lines that lead to far left lanes. Drivers in left lane of off ramp drive straight and almost hit cars in right lane following lanes.,Car Driver
-77.0416632694643,38.9142319536073,42977,{A70D2B8C-7004-4935-83F2-FB17EC9A9393},42977,Other Driving Issue,2017/12/13 18:12:40+00,Unassigned,7150,"Reckless driver was honking at bikers along 18th street from Florida Ave to New Hampshire Ave. At 18th and S St. intersection, light turned green the aggressive driver sped up, went around a car in front of it and cut it off in middle of intersection",Biker
-77.0501367104652,38.897217442442,43297,{85B9338C-0C81-44FB-9363-074FDAE80050},43297,Failure to stop for pedestrians,2018/02/07 18:12:41+00,Unassigned,1273,"Drivers turning right from Virginia onto 23rd do not stop for pedestrians. Also, there is only 1 turn lane, but drivers always create a second, and the second turn lane has terrible visibility of pedestrians in the crosswalk.",Pedestrian
-77.02427113054,38.8810319706673,43617,{8B3114E2-B511-4398-8825-6BB5234B26F6},43617,Failure to stop for pedestrians,2018/02/14 00:34:35+00,Unassigned,9444,Drivers often fail to yield to pedestrians at crosswalk west across northbound 9th st.,Pedestrian
-77.0238675297713,38.8812837699021,43618,{9D90C9C8-D455-463F-95AF-25AE21C82E5F},43618,Other Walking Issue,2018/02/14 00:36:48+00,Unassigned,3354,Arrangement of intersection requires pedestrians to use two crosswalks to cross to the north side of G St when walking north up the east side of 9th st. Pedestrians often jaywalk to avoid the extra distance.,Pedestrian
-77.0271966760956,38.8815987365872,43619,{01922A9A-0F4B-431A-A53A-69A66DEE73FD},43619,Other Driving Issue,2018/02/14 00:43:57+00,Unassigned,2251,Timing of lights managing merge of southbound 12th st and eastbound Maine Avenue is highly problematic. Sensors should be used so cars don’t wait for nonexistent traffic. Also causes issues with pedestrian signal timing.,Car Driver
-77.0240876261549,38.8813969565743,43633,{6307453C-C805-4CC7-BB2B-186267A5E3D3},43633,Other Driving Issue,2018/02/14 00:40:11+00,Unassigned,6835,"Intersection of 9th st South, freeway off ramp, G St, and slip lane to L’Enfant Promende is confusing and numerous close calls occur everyday. Signage is significantly lacking given the far from standard configuration.",Car Driver
-77.0247212695253,38.8802093380469,43649,{4B874BD7-7C6F-4790-AB8A-F0E8DD95CF0F},43649,Failure to stop for pedestrians,2018/02/14 00:47:39+00,Unassigned,6941,Significant volume of cars making left turns from 9th st southbound to westbound Maine Avenue failing to pay attention to or yield to pedestrians in cross walk.,Pedestrian
-76.9853837422186,38.8659280998132,43937,{078D5B16-F825-4594-B009-CE780E9DB547},43937,Other Walking Issue,2018/03/06 15:53:26+00,Unassigned,13064,Crosswalk lines are completely missing. Reported to 311 but no response. There are no stop signs at this intersection and cars fly up and down 14th street. Someone is going to be killed.,Pedestrian
-77.0058659724383,38.8755078017642,44257,{989F8F70-FB5F-4D45-A340-4A9E1E430E7F},44257,Double parking,2018/03/08 03:36:53+00,Unassigned,11220,"Car drivers and bicyclists have a tough time navigating both the year-long lane closure and re-routing on SB 1st street, only to contend with double parking by cab/uber/lyft and dropoffs for hotels. This is very hazardous for bicyclists!",Biker
-77.0090660264607,38.9000843128222,44577,{7A3C8A1C-2C4D-47DB-B54A-5229131B9C61},44577,Double parking,2018/03/14 12:18:58+00,Unassigned,11407,After 3:00 pm Taxi's line to pick-up customers at Union Station. Not allowing Buses to make right turn which adds in blocking traffic and pedestrian crossing at the intersection.,Car Driver
-77.0297103205029,38.9307044039647,44897,{076D6306-75E9-4C19-AB48-25FC557BF224},44897,Failure to stop for pedestrians,2018/03/16 19:00:59+00,Unassigned,10375,Cars drive through this intersection very fast on 13th st and don't stop for pedestrians despite the cross walk. The current signage on the road is knocked down at least once a week and is not effective.,Pedestrian
-76.9822139312059,38.8947749971779,44913,{D767524B-D3AB-4D62-A290-427909C4834B},44913,Stop sign running,2018/03/19 16:39:29+00,Unassigned,9907,"Every morning at rush hour. Lots of cars in all directions running stop signs. Sometimes soft roll through, sometimes egregiously.",Pedestrian
-77.0660609898425,38.9052596267781,44914,{96A45887-3E22-4C05-A09C-AD6CA3675931},44914,Failure to stop for pedestrians,2018/03/19 20:48:28+00,Unassigned,12601,"Cars turning left from M northbound onto 33rd have a green left turn arrow, but fail to stop for pedestrians that have a walk signal across 33rd once the left turn arrow disappears",Pedestrian
-77.0364916814507,38.9209719679599,44915,{22BE5FE2-BA6D-4FF9-92FD-1CA684308638},44915,Not enough time to cross,2018/03/19 20:50:24+00,Unassigned,357,"Pedestrians must press a beg button to activate walk signal, and walk signal timer is extremely short",Pedestrian
-77.0106982313121,38.9447562164706,44916,{D920AEA3-1445-4A6E-91CD-D2B78452350E},44916,Other Walking Issue,2018/03/19 20:57:28+00,Unassigned,11382,"Traffic signal for northbound traffic constantly stays green even when pedestrians have a walk signal, and would be safer crossing Harewood Road if traffic was stopped. See issue 44961.",Pedestrian
-77.0059043528028,38.9452909572693,44929,{9480A159-70ED-4072-BB6C-74BC9DB0CEEF},44929,Other Driving Issue,2018/03/19 16:40:04+00,Unassigned,10140,Car driving north on Hawaii passed another moving car also driving north on Hawaii by crossing double-yellow line,Pedestrian
-77.0050641127014,38.9449203886627,44945,{A717123E-8958-4036-827A-24A8985D4D73},44945,Speeding,2018/03/19 16:41:20+00,Unassigned,3272,,Pedestrian
-77.010928281282,38.9446207150766,44961,{751CBE53-F208-4CA1-A19A-D5E730E13B5B},44961,Failure to stop for pedestrians,2018/03/19 20:54:01+00,Unassigned,11382,Pedestrians crossing Harewood Road from south to north must look over their shoulder to see oncoming traffic making a right from Rock Creek Church Road to Harewood Road. Cars speed through the intersection and fail to allow pedestrians to cross.,Pedestrian
-77.0211733462522,38.9601720000576,45233,{25C9CCD4-9A10-4C6B-BCF4-DD15C4F9CFB9},45233,Stop sign running,2018/03/20 20:45:42+00,Unassigned,3975,Drivers traveling north-south on 6th St. tend to run this stop sign or only pause briefly here.  Many of these drivers are coming from Missouri Avenue and appear to trying to shortcut around stoplights and bus routes.,Pedestrian
-77.0199628864508,38.9579655657554,45234,{A347F75A-AFC5-4ED2-BB22-08D91E742827},45234,Other Driving Issue,2018/03/20 20:59:46+00,Unassigned,10117,"There is an apartment bldg on the east side of the rd., and rideshare and delivery drivers tend to stop there though there is no parking or standing area. There is no safe way for other vehicles to pass and poor visibility.",Car Driver
-77.0223509680693,38.9571066154752,45235,{FFA616F0-A859-4704-9B36-E4F8D3D4BD05},45235,Other Driving Issue,2018/03/20 21:07:01+00,Unassigned,9140,"Though this street is narrow, drivers tend to speed down the center of the road and not accommodate drivers coming in the opposite direction. It leads to a lot of near-miss head-on collisions and road rage incidents.",Car Driver
-77.0280330398212,38.9610215657383,45236,{69E07B2C-A0F9-47C9-AACA-E9D85BFD3143},45236,Other Driving Issue,2018/03/20 21:15:08+00,Unassigned,7711,"When westbound MO Ave. has the green, the right lane gets blocked by vehicles turning north on GA. Drivers will swerve and switch lanes mid-intersection to avoid the blockage.",Car Driver
-77.0285219129893,38.961346230292,45237,{F1035EF6-E8BE-4060-B979-59B241169041},45237,Red light running,2018/03/20 21:16:09+00,Unassigned,1907,East-bound drivers routinely run the red light at this intersection and block the box.,Car Driver
-77.0280125073289,38.96126685919,45238,{308F4393-F3FB-4240-BF31-EE4A427DF20D},45238,Other Driving Issue,2018/03/20 21:18:21+00,Unassigned,10603,"The left turn lane from east-bound Missouri onto north-bound Georgia is very short and almost always backs up, blocking the through lane and the previous intersection. Consider eliminating the turn lane.",Car Driver
-77.0285099440613,38.9612903351771,45239,{E0C59762-5FA8-42E2-B221-12580D67455A},45239,Other Driving Issue,2018/03/20 21:20:19+00,Unassigned,1907,"During evening rush hour drivers on Colorado Avenue cannot turn right onto Missouri Avenue while properly observing yield laws. If they then attempt to turn left onto Georgia, they can only do so by blocking three lanes of traffic.",Car Driver
-77.0410995339295,38.9626943616689,45240,{6B3DEAD6-3E38-47FC-92CF-2A6A182FDF6C},45240,Other Biking Issue,2018/03/20 21:41:41+00,Unassigned,4223,Some cyclists choose Military Rd. as an east-west route across Rock Creek Park as there aren't many alternatives nearby. They are hard to see and avoid b/c traffic speeds so greatly and curves in road. No bike trail exists adjacent to the road.,Car Driver
-77.0242049065329,38.9601642997079,45249,{BB176C1C-BBF2-4D27-A16F-6F6EBA07BF4D},45249,Poor visibility,2018/03/20 21:09:06+00,Unassigned,9428,It is very difficult for drivers traveling east-west to see and yield to north-south traffic because of parked cars in the curb lane. A lot of drivers also get confused and think this is a four-way stop.,Car Driver
-77.0662371662848,38.9610062380151,45250,{94478D41-37B5-42EA-AE77-D2BE24F8F77A},45250,Other Driving Issue,2018/03/20 21:45:38+00,Unassigned,7310,Drivers west-bound on Military Rd. in the left turn-only often decide that they want to continue traveling straight on Military Rd. They will change lanes in the intersection without yielding. This can happen one or more times  per light cycle.,Car Driver
-77.0285219129893,38.961346230292,45265,{81621630-F7B3-41DB-ACAF-527097C08021},45265,Other Driving Issue,2018/03/20 21:28:28+00,Unassigned,1907,"Despite the concrete median on Missouri Avenue, drivers on southbound Rock Creek Church Rd. will turn left onto Missouri. They often endanger pedestrians in the crosswalk as they do so.",Car Driver
-77.0391306640593,38.9631413628377,45266,{37A26758-DF78-4B10-B0E6-3065F34631A4},45266,Speeding,2018/03/20 21:30:51+00,Unassigned,8134,"If I drive 40 in this 35 m.p.h. zone, other drivers will tailgate me so closely that I can hardly see the hoods of their cars. With merging traffic in the right lane and the curves in the road, I am very uncomfortable with the average rate of speed.",Car Driver
-77.0852169367465,38.961076001604,45553,{CD35259F-110B-4CF6-ADBE-4D81C9F349DE},45553,Long wait to cross,2018/03/28 16:23:42+00,Unassigned,10089,"Pedestrians crossing Western must cross three sections of road at between concrete barriers. Each section has its own walk light which is not synchronized with the others; it takes more than one light cycle for peds to legally cross the road.",Pedestrian
-77.0851328872857,38.9610351608246,45569,{3655FE41-7073-4691-905B-3F5622498188},45569,Other Driving Issue,2018/03/28 16:29:34+00,Unassigned,10089,Drivers west-bound on Military who are turning left onto Western will change lanes mid-turn. This is due to confusion about which lanes go where at the Western and Wisconsin intersection. The lane changes cause near collisions and block crosswalks.,Car Driver
-77.0011554315994,38.9527153036343,45873,{A2755502-CECB-484A-BB16-C8F139D925E2},45873,Blocking the crosswalk,2018/04/18 13:14:16+00,Unassigned,14178,"DDOT finally re-installed crosswalk here, but cars now park on either side of the crosswalk, blocking visibility.  I've been asking for some do not park signs to be installed here for the last 6 months.",Pedestrian
-77.0042937877861,38.9533110176594,45874,{B3415EC2-7D13-4119-8792-2B657C0A95C9},45874,Speeding,2018/04/18 13:15:14+00,Unassigned,14178,"Private cars, taxis and buses all speed down this stretch.",Pedestrian
-77.0070294003964,38.9523309113382,45875,{AFDF3647-6E06-4C8E-8250-2DEB5A1C7173},45875,Failure to stop for pedestrians,2018/04/18 13:16:38+00,Unassigned,418,Drivers enter/exit driveway without looking for pedestrians first.  Very dangerous considering that there are 3 schools in the immediate vicinity.,Pedestrian
-77.007532953489,38.9551235768896,45889,{954802B9-97F6-4BE4-B30F-0CDF06E9B7F1},45889,Other Walking Issue,2018/04/18 13:18:47+00,Unassigned,11749,"The crosswalk is faded/missing here.  Pedestrian visibility is very poor here, especially given the nearby 3 schools and heavy vehicular traffic.  A crossing guard would be an added plus.",Pedestrian
-77.0072966719358,38.9552325729936,45905,{52F8F4B5-E0B5-4429-8136-1F9D33AE11E5},45905,Blocking the crosswalk,2018/04/18 13:32:12+00,Unassigned,6043,"Cars often block the crosswalk across Riggs, making it difficult for pedestrians to safely cross the street.  There are many bustops on this street as well as 3 schools in the vicinity.",Pedestrian
-76.9954771509728,38.9516080665443,45906,{D0CE14F0-687E-4604-9983-2594DC5692CB},45906,Failure to stop for pedestrians,2018/04/18 13:33:18+00,Unassigned,4316,"It is very difficult to cross the street at the marked crosswalks.  Cars speed  up and down South Dakota, which compounds the issue",Pedestrian
-76.9943027510836,38.9218574129441,45907,{7EDF5266-1C83-40E7-A5A5-B518E2211346},45907,Speeding,2018/04/18 13:35:46+00,Unassigned,6804,"This is a school zone, yet cars speed by during the school day.",Pedestrian
-77.0261332456054,38.8848572013915,45908,{8C94B60E-9C40-42F2-BF46-FE98D47EFAF0},45908,Failure to stop for pedestrians,2018/04/18 13:38:33+00,Unassigned,4659,"Cars coming off of 395 do not yield to pedestrians.  Many drivers, if they do stop, continue to inch their cars toward pedestrians still in the crosswalk.  This has been an issue for at least 8 years now.",Pedestrian
-76.9969395392582,38.9527342434831,45921,{CA78C317-CD44-4962-8770-DB88D224D3E4},45921,Failure to stop for pedestrians,2018/04/18 13:33:53+00,Unassigned,12160,Cars turning onto Galloway from SD Ave do not yield to pedestrians in the crosswalk.,Pedestrian
-76.9521147516867,38.895669567575,46193,{EF4F9EEB-3C93-4BFC-9CE5-2017E43A99E0},46193,Other Walking Issue,2018/05/11 15:11:47+00,Unassigned,6467,"There is nothing in between pedestrians and cars except for a 2-3 inch thick cinderblock that is about 3 feet tall. There is also only enough room for 1 pedestrian to walk. Finally, there is zero lighting.",Pedestrian
-77.0059180542699,38.8898196104804,46513,{03593690-92E3-4575-9B85-B4C703F877F9},46513,Long wait to cross,2018/05/24 01:05:58+00,Unassigned,4397,"If you want to cross legally, you have to wait more than a minute to cross 1st st - even though there are no cars! There is a LONG left hand turn light and NO ONE EVER TURNS left!",Pedestrian
-77.0322673749686,38.887642765862,46514,{99D5E715-4459-4F71-9AEB-52306BB4D1A8},46514,Speeding,2018/05/24 01:11:25+00,Unassigned,2455,,Pedestrian
-77.0320756825612,38.8876013287653,46515,{40B4401E-AC63-4E64-B9E4-ACBD1A4020BA},46515,Long wait to cross,2018/05/24 01:12:25+00,Unassigned,2455,24 seconds to cross 4+ lanes of traffic. Watch a school group try. It's Darwinian.,Pedestrian
-77.0449912257742,38.8858107369558,46516,{926C8984-FC02-489E-83E2-830812547B2A},46516,Failure to stop for pedestrians,2018/05/24 01:17:49+00,Unassigned,14514,,Pedestrian
-77.0336630731543,38.8919370238924,46517,{716E1B23-FAE7-4BE7-BB06-D0C546D1DE2E},46517,Failure to stop for pedestrians,2018/05/24 01:19:02+00,Unassigned,1755,Right turn on red and green. It's like they are aiming for pedestrians.,Pedestrian
-77.0028859017019,38.8898153097981,46529,{66852467-8340-4E5E-96EF-71A471AE69CE},46529,Double parking,2018/05/24 01:07:42+00,Unassigned,9517,BUSES ILLEGALLY BLOCKING BIKE LANE AND LETTING OFF PASSENGERS. EVERY SINGLE DAY.,Biker
-77.0417070988209,38.8996016812529,46530,{75DD3206-9FD3-48D1-8D76-45CBAA0917AA},46530,Stop sign running,2018/05/24 01:10:31+00,Unassigned,11282,"So no stop sign. Cars just run red lights here. EVERY SINGLE DAY, I see ~5 cars each cycle during the morning, and usually another 1-2 each cycle in the evening. Not just 1 second late, but like 3-4 seconds late. Surprised more people not hit here.",Pedestrian
-76.979303500942,38.8994006998302,46531,{27DF689C-57CB-4D2B-A555-AF250F06C25C},46531,Not enough time to cross,2018/05/24 01:14:19+00,Unassigned,10849,"Watched from my car as a group of kids tried to cross the street in time. They didn't make it. Thankfully, cars stopped for them. Kids were small too. Shame on DC traffic planners. Clearly hate children crossing street.",Pedestrian
-77.0203926639395,38.8905697173087,46532,{0BD48FE5-16B3-41B9-9A1C-55A5B8342EA4},46532,Speeding,2018/05/24 01:15:26+00,Unassigned,9177,15 mph speed limit here is a joke. Surprised more people not hit - especially at rush hour.,Biker
-77.0260254040246,38.8904945752957,46533,{94AC019E-D460-4F40-9B73-EAEF0DC2E2E5},46533,Other Walking Issue,2018/05/24 01:16:05+00,Unassigned,4012,Side walk blocked by construction. Meanwhile cars speed.,Pedestrian
-77.0434834180949,38.892638809493,46534,{B6F3D383-C57B-4FD7-9CA9-C5B2293BE447},46534,Speeding,2018/05/24 01:17:11+00,Unassigned,13163,This is a speed way for cars. And city just repaved. I'd love to see how many cars get over 60 mph on this stretch.,Biker
-77.017442330535,38.9166345286234,46833,{8D173F13-E2A9-4689-BAD0-4798D922CCD1},46833,Failure to stop for pedestrians,2018/05/30 21:35:24+00,Unassigned,8003,This is one of the most unsafe intersections in this part of the city. 4th Street needs dramatic traffic calming.,Pedestrian
-77.017287936892,38.9156178646803,46849,{0FBB10F1-C5C9-44AF-802D-0C8122AD72A9},46849,Speeding,2018/05/30 21:36:39+00,Unassigned,2474,Drivers routinely cross the double yellow on this stretch and pass illegally at very high speed (one of our neighbors has dozens of instances of this type of behavior on security camera footage). 4th Street requires comprehensive traffic calming.,Pedestrian
-77.0261252908915,38.8819719086871,47153,{7E12CFAD-0099-4DCB-AFC8-FA959807E77C},47153,Other Walking Issue,2018/06/08 16:03:34+00,Unassigned,8261,Need Crosswalk between new curb cuts.,Pedestrian
-77.0259857698978,38.8819862784685,47154,{9364B371-0376-411B-9328-9C08D198EE1E},47154,Other Walking Issue,2018/06/08 16:05:18+00,Unassigned,8261,Missing crosswalk between new curb cuts.,Pedestrian
-76.9772606653192,38.8934367770797,47169,{0CE2DE87-FE18-48FD-85FD-AF4593A0C5EC},47169,Speeding,2018/06/18 03:28:28+00,Unassigned,2569,Dangerous speeding in C Street school zone.,Pedestrian
-76.9772608020167,38.8934201845875,47185,{B7144EEE-242C-4ACC-AE3C-EBE7ABEB1526},47185,Failure to stop for pedestrians,2018/06/18 03:30:05+00,Unassigned,2569,"""No turn on red"" sign is barely visible. Westbound cars turn very fast from C St to 19th St NE, endangering pedestrians in this school zone.",Pedestrian
-76.9798708017535,38.8932692129162,47186,{F3CC2B18-BD63-4E70-971B-06B5B49FB394},47186,Other Biking Issue,2018/06/18 03:31:33+00,Unassigned,1436,Westbound cars that turn left during green endanger Eastbound pedestrians and cyclists.,Biker
-76.9789964684306,38.8933236569308,47187,{7DB4684C-DEFE-41BA-98E1-05724A309FD2},47187,Speeding,2018/06/18 03:33:41+00,Unassigned,10164,Dangerous morning speeding within the school zone. Need to permanently narrow the road and provide better enforcement throughout the day.,Pedestrian
-76.9772590844565,38.8961145657941,47489,{2F16EAC0-7ABD-49C6-9133-A2E82E6E36E7},47489,Speeding,2018/06/19 15:09:14+00,Unassigned,5775,Speeding in the school zone.,Pedestrian
-76.9772621107256,38.8931585682261,47490,{EB2A6B16-25DE-4A05-B444-110CF163F73F},47490,Long distance to cross,2018/06/19 15:14:58+00,Unassigned,11515,"Distance across C St NE is very long at seven lanes wide. This is extremely unsafe for pedestrians and school children, especially when considering the rampant speeding that occurs within five of these seven lanes.",Pedestrian
-76.9771443463596,38.8965703280104,47491,{B6B3F894-7B32-4132-A69B-85170C21801A},47491,Accessibility Issue,2018/06/19 15:22:52+00,Unassigned,13261,"Light poles are blocking the sidewalks, making them unusable for people in wheelchairs.",Pedestrian
-76.9807654297217,38.8931669240411,47492,{8AA2F82A-4FD8-49C6-9780-A0BF2B180752},47492,Other Biking Issue,2018/06/19 15:25:39+00,Unassigned,3953,Westbound vehicles on C St NE that turn left at 17th St NE routinely fail to yield to pedestrians and cyclists in the Southern crosswalk.,Biker
-76.9764801522437,38.8988509518681,47493,{01C856BD-2CD5-419C-AF7B-31DFBEC59E56},47493,Other Driving Issue,2018/06/19 15:32:59+00,Unassigned,9923,Left turns from 19th to Benning should be banned at this intersection.,Car Driver
-76.9765017997808,38.898790722709,47505,{71D66F02-37AC-4FA2-890E-0F49BE600F2C},47505,Accessibility Issue,2018/06/19 15:11:12+00,Unassigned,9923,Poor options for crossing Benning Road NE. Long distances and not fully ADA accessible. Need to open a new crosswalk on the west side of the intersection where there currently is none.,Pedestrian
-76.9768460239293,38.897620967156,47506,{B6C6C28A-377A-40D0-94FD-96A03D7A068D},47506,Failure to stop for pedestrians,2018/06/19 15:13:14+00,Unassigned,1569,Cars going North on 19th St NE do not stop for pedestrians. This is a school zone.,Pedestrian
-76.976226951493,38.8933074353945,47507,{BCA11705-0292-4A5D-A4C1-2A80B613AD47},47507,Jaywalking,2018/06/19 15:15:45+00,Unassigned,6712,Lots of jaywalking because the crossing distances are too far apart on C St NE.,Pedestrian
-76.9743032897889,38.893232734256,47508,{38E5B8CD-FE9B-405F-BDA4-7E6C580B9987},47508,Speeding,2018/06/19 15:17:02+00,Unassigned,4926,Too much speeding here during the transition of highway to residential streets.,Car Driver
-76.9769655099493,38.8971952842837,47509,{0AE0FF79-2B18-4D17-B6A6-A28ADB0B2183},47509,Accessibility Issue,2018/06/19 15:21:49+00,Unassigned,1569,Sidewalks are not ADA accessible. There are light poles in the middle of the blocks that infringe on pedestrian space and make the sidewalks unusable for people in wheelchairs.,Pedestrian
-76.9772608917424,38.8947843139727,47510,{B461D85E-7ECB-4ECF-B56D-BDE1F5951A17},47510,Failure to stop for pedestrians,2018/06/19 15:24:09+00,Unassigned,2569,Cars roll through the intersection without coming to a full stop. They often do not yield to pedestrians and cyclists. Most are out-of-state drivers.,Biker
