"search_term","search_term_id","convo_group_id","tweet_id","tweet_text","tweet_place","reply_to_status","quoted_status","created_at","user_id","user_screen_name","user_location","coordinates","user_place"
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1243457034294624258","1243457034294624258","Hackers figuring out how to jackpot an ATM remotely and 24000 ATMs just start shooting out bread, first come first serve","","","","2020-03-27 08:37:13+00:00","29396943","loserkid745","The Basement","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1241458039342989314","1241458039342989314","We were sitting there watching a guy throw a frisbee for his dog when this HORRIBLE CRACKLING SUPER LOUD NOISE came from the street.......followed by TINKLY OLD CHILDRENS MUSIC....interrupted by MORE HORRIBKE CRACKLING","{'id': 'bb7522409d41c300', 'url': 'https://api.twitter.com/1.1/geo/id/bb7522409d41c300.json', 'place_type': 'city', 'name': 'Takoma Park', 'full_name': 'Takoma Park, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.022864, 38.96569], [-77.022864, 38.998209], [-76.984789, 38.998209], [-76.984789, 38.96569]]]}, 'attributes': {}}","1241457426068619265","","2020-03-21 20:13:56+00:00","138943104","aardvarkwizard","Silver Spring, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1241457426068619265","1241457426068619265","Got Taco Bell and went to the park. And then something SUPER HAUNTED happened https://t.co/S5rMQ7cyLx","","","","2020-03-21 20:11:30+00:00","138943104","aardvarkwizard","Silver Spring, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1240130059136049152","1240130059136049152","So I called 911 because a guy was running from some “govt officials”. He climbs the balconies of a building-inside an apartment and a woman yells she has a 5 year old son. It got bad quick. I was walking down the street but 1/2","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-03-18 04:17:01+00:00","2518034864","tracycwrites","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1239916571486806017","1239916571486806017","Some of Y’all self proc.  “bad broads” who claim y’all mixed don’t even be mixed...I could tell by your hair you lying...your ponytail say brazil but your edges &amp; neck say 1901 D street &amp; Minnesota ave🥺get your life in order....for crying out loud...AYE CARTER🗣fuckwrongwitem?🥴","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-03-17 14:08:41+00:00","1072124031724331008","KingMuddyVegas","United states of MUDDmerica","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1239719636511358978","1239719636511358978","How to make sure your customers will be underwater on their car loan for years to come. When they try to trade out of it, will be faced with negative equity, which they'll attribute to poor resale value. Setting up a bad series of customer experiences down the road... #makehay https://t.co/q0jCjAF2xm","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","","1239684640585035776","2020-03-17 01:06:08+00:00","608640369","PatrickBMin","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1239684640585035776","1239684640585035776","GM offering 0% financing for 7 years, deferred payments amid coronavirus outbreak https://t.co/JNKityGolm https://t.co/Wj4VtnCwfT","","","","2020-03-16 22:47:05+00:00","70987052","Lebeaucarnews","Chicago","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1238596113520828417","1238596113520828417","My older cousin in Mattoon, who’s in his seventies, who was the one I wanted to see, has a bad cold and doesn’t want me to visit. So my road trip is off. Oh well...

(I thought maybe I could drive out and just visit my parents’ gravesite but Sharon talked me out of that, too.)","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-03-13 22:41:40+00:00","331797113","KenneyGeorge","Washington DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1238461660194574336","1238461660194574336","BREAKING (@AP): Stocks open sharply higher on Wall Street a day after fears about the impact of the coronavirus led to the market’s worst fall since 1987","{'id': '864ff125241f172f', 'url': 'https://api.twitter.com/1.1/geo/id/864ff125241f172f.json', 'place_type': 'city', 'name': 'Bethesda', 'full_name': 'Bethesda, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.158594, 38.940225], [-77.158594, 39.022449], [-77.078411, 39.022449], [-77.078411, 38.940225]]]}, 'attributes': {}}","","","2020-03-13 13:47:23+00:00","22959044","freedom2marry","Washington DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1238080225394806785","1238080225394806785","@GarrisonPTA @DDOTDC it would be good if people (parents) didn’t park past the No Parking signs and even blocking the crosswalk directly in front of the S Street entrance. It’s dangerous.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-03-12 12:31:42+00:00","154387520","MarkBjorge","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1236501598593060865","1236501598593060865","I cram to understand how the 76ers can be this bad on the road.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-03-08 03:58:48+00:00","69020299","MrMichaelLee","Philadelphia","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1236019662816755712","1236019662816755712","""Got your wife calling me daddy put her out on the street let her get that cheese... My bad is that your freak?"" ~ #IsThatYoChick no but I am #UnusuallyDope @ West End, Washington, D.C. https://t.co/eUprxeBO41","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-03-06 20:03:46+00:00","106920185","CloudSniffa","Where My Dreams Reside","{'type': 'Point', 'coordinates': [-77.04969444, 38.90705556]}",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1235542619364691969","1235542619364691969","@KLucasMcKay @MCDOT_Parking @MDSHA Yes! This has been a long-standing problem with vehicles parked up to the road edge, making it a very dangerous place to walk just 3 blocks from #SilverSpring metro. I have wanted to take pics and post them - thanks for doing so.","{'id': '6417871953fa5e86', 'url': 'https://api.twitter.com/1.1/geo/id/6417871953fa5e86.json', 'place_type': 'city', 'name': 'Silver Spring', 'full_name': 'Silver Spring, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.064086, 38.979735], [-77.064086, 39.036964], [-76.97162, 39.036964], [-76.97162, 38.979735]]]}, 'attributes': {}}","1235198503770611712","","2020-03-05 12:28:10+00:00","39328119","WDCGardener","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1235198503770611712","1235198503770611712","Just gonna point out that neither @MCDOT_Parking nor @MDSHA responded. I guess this is fine with them 🤷🏼
 Good thing next Monday's SSCAB committee meetings are about traffic and construction! This BS is what my White Lady Customer Service Voice exists for https://t.co/RR4zmQD2L2","","","1234249532868874248","2020-03-04 13:40:46+00:00","858767606","KLucasMcKay","Silver Spring, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1234249532868874248","1234249532868874248","Hey @MCDOT_Parking @MDOTNews is @Hertz allowed to put lives at risk like this? Corner of East West and Georgia, overflow parking for rental office at 8000 Georgia Ave. There's already no sidewalk and hundreds of people get to metro this way daily https://t.co/Eoy1TZUO2a","","","","2020-03-01 22:49:54+00:00","858767606","KLucasMcKay","Silver Spring, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1235383160394874880","1235383160394874880","@tomhucker @MDSHA Fenwick is the most dangerous intersection for pedestrians to cross the road in #DTSS.","{'id': '6417871953fa5e86', 'url': 'https://api.twitter.com/1.1/geo/id/6417871953fa5e86.json', 'place_type': 'city', 'name': 'Silver Spring', 'full_name': 'Silver Spring, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.064086, 38.979735], [-77.064086, 39.036964], [-76.97162, 39.036964], [-76.97162, 38.979735]]]}, 'attributes': {}}","1235320834899795971","","2020-03-05 01:54:32+00:00","71502501","davidhelms570","Silver Spring, Maryland","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1235320834899795971","1235320834899795971","We still badly need a signalized crossing at Georgia Ave and Fenwick Ave. I hope it doesn’t take another death before @MDSHA OOTS ends their multi-year refusal to protect residents there.","","1235316546496606210","","2020-03-04 21:46:52+00:00","17643105","tomhucker","Montgomery County, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1235316546496606210","1235316546496606210","Five years after we first raised this.  Thanks @MDSHA. Let’s accelerate US-29/Sligo, MD-410 @ Takoma Junction, Stewart Lane, MD-198 &amp; other items in our 2015 letter. https://t.co/ZX7EEvGTRB","{'id': '6417871953fa5e86', 'url': 'https://api.twitter.com/1.1/geo/id/6417871953fa5e86.json', 'place_type': 'city', 'name': 'Silver Spring', 'full_name': 'Silver Spring, MD', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.064086, 38.979735], [-76.97162, 38.979735], [-76.97162, 39.036964], [-77.064086, 39.036964]]]}, 'attributes': {}}","","1235303106537238531","2020-03-04 21:29:50+00:00","17643105","tomhucker","Montgomery County, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1235303106537238531","1235303106537238531","Good news! @MDSHA will put leading pedestrian intervals (LPIs) across Georgia Ave at Cameron St in #DTSS!

@NACTO sez 

-LPIs enhance the visibility of🚶‍♀️👨‍🦽in the intersection &amp; reinforce their ROW over turning🚗
-LPIs reduce🚶‍♀️👨‍🦽-🚗collisions up to 60% 

That is #VisionZero. https://t.co/TvP6PtIXnk","","","","2020-03-04 20:36:26+00:00","221976676","actfortransit","Montgomery County, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1234276841072058370","1234276841072058370","@eatnowrunlater @KLucasMcKay @MCDOT_Parking @MDOTNews @Hertz @tomhucker We’ll reach out to MCDOT and the MD State Highway Administration (MD 410–state road).  Agreed that there should be a sidewalk here and that this dangerous/unusual parking situation should be ended as soon as possible.","{'id': '0183569b04a64d1f', 'url': 'https://api.twitter.com/1.1/geo/id/0183569b04a64d1f.json', 'place_type': 'city', 'name': 'Wheaton', 'full_name': 'Wheaton, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.109128, 39.024229], [-77.109128, 39.093731], [-77.023211, 39.093731], [-77.023211, 39.024229]]]}, 'attributes': {}}","1234276079164100611","","2020-03-02 00:38:25+00:00","535941624","SeanJEmerson","Wheaton, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1234276079164100611","1234276079164100611","@KLucasMcKay @MCDOT_Parking @MDOTNews @Hertz @tomhucker @SeanJEmerson  this ""sidewalk"" just to east of Denizens on East-West is absurdly dangerous. There's no actual sidewalk!! This is right by thousands of apartments.","","1234249532868874248","","2020-03-02 00:35:23+00:00","720011079447764992","eatnowrunlater","Silver Spring, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1234249532868874248","1234249532868874248","Hey @MCDOT_Parking @MDOTNews is @Hertz allowed to put lives at risk like this? Corner of East West and Georgia, overflow parking for rental office at 8000 Georgia Ave. There's already no sidewalk and hundreds of people get to metro this way daily https://t.co/Eoy1TZUO2a","","","","2020-03-01 22:49:54+00:00","858767606","KLucasMcKay","Silver Spring, MD","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1233414755559362563","1233414755559362563","This cut happened yesterday. Last night there were cones and caution tape. This morning it is just a dangerous dip in the road. @311DCgov 17th &amp; Euclid NW https://t.co/Evrb2sTA9G","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-02-28 15:32:48+00:00","506029837","princessboibeth","District of Columbia, USA","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1233095635928305664","1233095635928305664","SAFE PASSAGE FOR KIDS: Spent a windy morning with parents &amp; students of Hardy Middle School on how to make this dangerous crosswalk safer - Thanks to Crossing Guard Keith &amp; Kenny from @DDOTDC &amp; @marycheh for her support of this great school with students from #all8wards https://t.co/8nzzZp6QiQ","{'id': '0fc3438099d5e000', 'url': 'https://api.twitter.com/1.1/geo/id/0fc3438099d5e000.json', 'place_type': 'poi', 'name': 'Hardy Middle School', 'full_name': 'Hardy Middle School', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.068231, 38.915267], [-77.068231, 38.915267], [-77.068231, 38.915267], [-77.068231, 38.915267]]]}, 'attributes': {}}","","","2020-02-27 18:24:44+00:00","26174841","KishanForDC","District of Columbia","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1232638615693545472","1232638615693545472","This is akin to arguing that Hitler wasn’t so bad because the Germans designed affordable cars and an efficient road system during the 1930s. https://t.co/TF0VUN86rR","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1232494309942775810","2020-02-26 12:08:41+00:00","42343812","CrispinBurke","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1232494309942775810","1232494309942775810","""Authoritarianism of any stripe is bad, but that is different than saying that governments occasionally do things that are good."" -  Sanders","","","","2020-02-26 02:35:16+00:00","168531961","NoahCRothman","New York City","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1232338594959937536","1232338594959937536","After organizing for the @NAACP in his youth, Hampton already had a reputation of empowering Black and Brown communities. Using his charm and gift of speech, he was known in Chicago to mend broken alliances between the most dangerous street gangs. (3/8) https://t.co/kIG4JlONJz","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1232338589637365760","","2020-02-25 16:16:31+00:00","788064929177866240","CJACTIONFUND","United States","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1232338589637365760","1232338589637365760","This #BlackHistoryMonth we spotlight #FredHampton and his devout contribution to the Civil Rights Movement. He was gunned down at the tender age of 21. (2/8) https://t.co/1lHmzB0Acz","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","1232338584641863680","","2020-02-25 16:16:30+00:00","788064929177866240","CJACTIONFUND","United States","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1232338584641863680","1232338584641863680","We remember Civil Rights leaders who died by gun violence not only because of the boundless impact they made throughout history, but also for us to understand how to develop solutions to #EndGunViolence in the present day. (1/8) https://t.co/RhG88z8djp","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","","2020-02-25 16:16:28+00:00","788064929177866240","CJACTIONFUND","United States","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1230116650344644610","1230116650344644610","While Republicans are criticizing Bloomberg’s newfound love of taxing Wall Street, @dagenmcdowell brought up a good point on air today: that Democrats should challenge his record on taxing the poor which is equally as bad: https://t.co/PMFWPjt6iT","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-02-19 13:07:18+00:00","19219492","MDuppler","Washington, D.C.","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1229744616410374144","1229744616410374144","Prayers up for our neighbor who lost her life last night in a terrible fire. We didn't know her, but she lived just down the street. The fire trucks and ambulance sirens tugged at my soul last night. Everyone, go check your fire alarms this morning. And hug your loved ones. https://t.co/vh4IFknMon","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1229631439307669504","2020-02-18 12:28:58+00:00","1628779118","kamorgan91","Washington, D.C.","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1229631439307669504","1229631439307669504","Update Working Fire 4800 block 10th St NE. An elderly adult female is being transported with critical life threatening injuries after being rescued by #DCsBravest from the home, a 2 story duplex. Fire under control. Investigators on scene to determine cause. https://t.co/gXbI6ajHrU","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","","2020-02-18 04:59:15+00:00","20069434","dcfireems","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1228144108616724481","1228144108616724481","Big scary day for (all unrelated) shootings in D.C., including one on my street. It’s unsettling and I am thinking of everyone impacted today. Also thinking of my local news friends who are probably having a big night.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-02-14 02:29:07+00:00","2894253941","ChelseaCirruzzo","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1226216505291034624","1226216505291034624","Speaking as a servicemember: it's a two way street.

Bad: typical discrimination.
Good: more LBGTQ people = solidarity in the ranks https://t.co/DkiFlhc2OK","{'id': 'd6819fe60643ebc1', 'url': 'https://api.twitter.com/1.1/geo/id/d6819fe60643ebc1.json', 'place_type': 'city', 'name': 'Alexandria', 'full_name': 'Alexandria, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.144435, 38.789907], [-77.144435, 38.844853], [-77.037304, 38.844853], [-77.037304, 38.789907]]]}, 'attributes': {}}","","1226194633866137601","2020-02-08 18:49:31+00:00","121932292","I_H8_Sobriety","✈️ Army Deployment","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1226187562647244801","1226187562647244801","For @HardballChris to purposefully deceive people on Sanders' platform and imply that he wants to assassinate people in the street is dangerous and disgusting. He should be forced to apologize for this disinformation.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1226187561661554688","","2020-02-08 16:54:31+00:00","167499481","miketheidealist","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1226187561661554688","1226187561661554688","Dear @MSNBC this is extremely dangerous disinformation coming from one of your main anchors, @HardballChris. This is disgusting. If he is supposedly a journalist and he hasn't researched @BernieSanders' stances then he's awful at his job. https://t.co/498IaCgbzQ","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","1226006644225650689","2020-02-08 16:54:30+00:00","167499481","miketheidealist","Washington, DC","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1226006644225650689","1226006644225650689","Bernie shoot me in central park https://t.co/y8cK9VvjSo","","","","2020-02-08 04:55:36+00:00","18432426","shujaxhaider","Brooklyn, NY","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1225970544736165888","1225970544736165888","This is a few feet from where Eleanor Cohen was killed @actfortransit.  I can't understand why a retail center would allow a dangerous road environment to threaten their customer's safety. https://t.co/E0Uu11WPcO","{'id': '6417871953fa5e86', 'url': 'https://api.twitter.com/1.1/geo/id/6417871953fa5e86.json', 'place_type': 'city', 'name': 'Silver Spring', 'full_name': 'Silver Spring, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.064086, 38.979735], [-77.064086, 39.036964], [-76.97162, 39.036964], [-76.97162, 38.979735]]]}, 'attributes': {}}","","1225926154751741953","2020-02-08 02:32:09+00:00","71502501","davidhelms570","Silver Spring, Maryland","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1225926154751741953","1225926154751741953","200 Copeley Pl. between Fields Road and Crown Park Avenue, downtown crown, pedestrian struck","","","","2020-02-07 23:35:46+00:00","2424388281","mcfrsPIO","Montgomery County, Maryland","",""
"(dangerous OR horrible OR bad OR awful OR worst OR scary OR terrible) (intersection OR crosswalk OR road OR street)","12","1225831843607564289","1225831843607564289","@AlanZibel @bnhowe @MDSHA A certain someone on the Planning Board said *quote* 'road diets are a fad'. I cross checked the assertion to a WSJ editorial by a lawyer who reps for big business.  Apparently, road diets are 'dangerous' to drivers, he said.","{'id': '6417871953fa5e86', 'url': 'https://api.twitter.com/1.1/geo/id/6417871953fa5e86.json', 'place_type': 'city', 'name': 'Silver Spring', 'full_name': 'Silver Spring, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.064086, 38.979735], [-77.064086, 39.036964], [-76.97162, 39.036964], [-76.97162, 38.979735]]]}, 'attributes': {}}","1225824750657818626","","2020-02-07 17:21:01+00:00","71502501","davidhelms570","Silver Spring, Maryland","",""
