walkscore,bikescore,transitscore,near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,agency_id,incident_id,scrape_datetime,call_received_datetime,call_closed_datetime,fulldisplayaddress,longitude,latitude,incident_type,unit,unit_status_transport,transport_unit_is_amr,transport_unit_is_non_amr,unit_json,num_units_responding,geography,unit_ids,agency_incident_id,crash_objectid,crash_geo,crash_total_injuries,crash_total_major_injuries,crash_total_minor_injuries,crash_total_fatalities,crash_bike_injuries,crash_car_injuries,crash_ped_injuries,injuries_mismatch,distance_to_crash,time_between_crash_and_report,crash_intersection_id,crash_block_objectid,crash_time_rank,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names,national_park
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,869573469,2021-01-22 06:10:01+00:00,2021-01-21 23:36:10+00:00,2021-01-22 00:36:59+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A08', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-21T23:57:12Z'}, {'UnitID': 'BC2', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-21T23:52:01Z'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-21T23:52:41Z'}, {'UnitID': 'T10', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-21T23:54:48Z'}]",0,0,0,"[{'UnitID': 'A08', 'UnitClearedDateTime': '2021-01-21T23:57:12Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'BC2', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'BC6', 'UnitClearedDateTime': '2021-01-21T23:52:01Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E13', 'UnitClearedDateTime': '2021-01-21T23:52:41Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T10', 'UnitClearedDateTime': '2021-01-21T23:54:48Z', 'PulsePointDispatchStatus': 'AR'}]",6,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A08""', '""BC2""', '""BC6""', '""E07""', '""E13""', '""T10""']",EMS1205869573469,197360595,0101000020E61000002D74E7B7934253C0DDD4D7A404704340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73.33139479,0 days 12:13:03.000000000,,124784,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,873537289,2021-01-28 01:30:01+00:00,2021-01-27 20:48:43+00:00,2021-01-27 21:12:20+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-27T21:04:57Z'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'TW3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-27T21:04:30Z'}]",0,0,0,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC6', 'UnitClearedDateTime': '2021-01-27T21:04:57Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'TW3', 'UnitClearedDateTime': '2021-01-27T21:04:30Z', 'PulsePointDispatchStatus': 'AR'}]",5,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""E13""', '""A13""', '""BC6""', '""E16""', '""TW3""']",EMS1205873537289,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,875002299,2021-01-30 04:50:02+00:00,2021-01-29 23:19:23+00:00,2021-01-29 23:49:10+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A23', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-29T23:28:32Z'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-29T23:30:13Z'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'TW3', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A23', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'BC6', 'UnitClearedDateTime': '2021-01-29T23:28:32Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E07', 'UnitClearedDateTime': '2021-01-29T23:30:13Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'TW3', 'PulsePointDispatchStatus': 'ER'}]",5,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A23""', '""BC6""', '""E07""', '""E16""', '""TW3""']",EMS1205875002299,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,884807980,2021-02-13 16:00:02+00:00,2021-02-13 05:33:53+00:00,2021-02-13 05:53:41+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T10', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T10', 'PulsePointDispatchStatus': 'DP'}]",5,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A13""', '""BC6""', '""E13""', '""E16""', '""T10""']",EMS1205884807980,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,890641907,2021-02-21 11:50:01+00:00,2021-02-21 03:07:19+00:00,2021-02-21 03:46:12+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A13""', '""E07""']",EMS1205890641907,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,895271881,2021-02-27 23:50:01+00:00,2021-02-27 19:12:35+00:00,2021-02-27 21:10:17+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}]",1,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""E16""']",EMS1205895271881,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,897556618,2021-03-03 04:30:01+00:00,2021-03-02 23:19:33+00:00,2021-03-02 23:36:46+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A03', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-02T23:29:46Z'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-02T23:29:36Z'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'T10', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-02T23:30:33Z'}]",0,0,0,"[{'UnitID': 'A03', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'BC6', 'UnitClearedDateTime': '2021-03-02T23:29:46Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E07', 'UnitClearedDateTime': '2021-03-02T23:29:36Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'T10', 'UnitClearedDateTime': '2021-03-02T23:30:33Z', 'PulsePointDispatchStatus': 'AR'}]",5,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A03""', '""BC6""', '""E07""', '""E13""', '""T10""']",EMS1205897556618,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,900187855,2021-03-06 22:40:01+00:00,2021-03-06 16:58:57+00:00,2021-03-06 18:13:10+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M02', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'T10', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-06T17:10:16Z'}]",0,0,0,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'M02', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'T10', 'UnitClearedDateTime': '2021-03-06T17:10:16Z', 'PulsePointDispatchStatus': 'AR'}]",6,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A13""', '""BC6""', '""E13""', '""E16""', '""M02""', '""T10""']",EMS1205900187855,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,900833390,2021-03-07 20:10:01+00:00,2021-03-07 13:44:20+00:00,2021-03-07 14:05:19+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A16', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A16', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E07', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A16""', '""E07""']",EMS1205900833390,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,901158841,2021-03-08 06:20:02+00:00,2021-03-07 23:49:37+00:00,2021-03-08 00:06:53+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'T10', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'BC6', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'T10', 'PulsePointDispatchStatus': 'DP'}]",5,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A13""', '""BC6""', '""E13""', '""E16""', '""T10""']",EMS1205901158841,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,904109017,2021-03-12 06:10:01+00:00,2021-03-12 00:24:50+00:00,2021-03-12 02:03:01+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'TW3', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'E13', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'TW3', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""E13""', '""TW3""']",EMS1205904109017,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
8.00,55.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,EMS1205,914252617,2021-03-25 18:40:01+00:00,2021-03-25 12:59:04+00:00,2021-03-25 13:30:46+00:00,"14TH ST SW, WASHINGTON, DC",-77.0397780000,38.8756810000,TC,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A13', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E16', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E61000006B4606B98B4253C0425DA45016704340,"['""A13""', '""E16""']",EMS1205914252617,,,,,,,,,,1,,,,,1,2.0938116,249207.0,4,63,0,,IB,0,,20.0,11.0,NHS Interstate,14TH ST SW,124784,Interstate,,,,,,,0
9.00,9.00,54.00,[None],,,,,,3G,Cluster 41,Rock Creek Park,3G01,Ward 4,001500,ROCK CREEK WEST,EMS1205,849012528,2020-12-24 04:40:01+00:00,2020-12-23 23:13:45+00:00,2020-12-23 23:29:16+00:00,"BEACH DR NW & WISE RD NW, WASHINGTON, DC",-77.0427390000,38.9820140000,TC,"[{'UnitID': 'A22', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T23:29:16Z'}, {'UnitID': 'E22', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T23:27:14Z'}]",0,0,0,"[{'UnitID': 'A22', 'UnitClearedDateTime': '2020-12-23T23:29:16Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E22', 'UnitClearedDateTime': '2020-12-23T23:27:14Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E6100000E1D05B3CBC4253C0691B7FA2B27D4340,"['""A22""', '""E22""']",EMS1205849012528,,,,,,,,,,1,,,,,1,0.91636087,6662.0,2,25,0,Yes,BD,0,,25.0,17.0,,WISE RD NW,131265,Collector,24.99931968,14995,REGULAR,"['Collector', 'Minor Arterial']","['129053', '129762', '131265']","['BEACH DRIVE NW', 'WISE ROAD NW']",1
9.00,58.00,32.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,EMS1205,895223416,2021-02-27 22:40:01+00:00,2021-02-27 17:50:31+00:00,2021-02-27 17:57:29+00:00,"OHIO DR SW & INDEPENDENCE AVE SW, WASHINGTON, DC",-77.0501770000,38.8871370000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E23', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E23', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E6100000BB809719364353C0290989B48D714340,"['""A19""', '""E23""']",EMS1205895223416,,,,,,,,,,1,,,,,1,0.0679291,,3,44,1,Yes,BD,1,10,25.0,19.0,,OHIO DR SW,135373,Local,0.82788703,342,REGULAR,"['Local', 'Principal Arterial']","['124558', '135373', '135643', '137216']","['23RD STREET SW', 'INDEPENDENCE AVENUE SW', 'OHIO DRIVE SW']",1
9.00,58.00,32.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,EMS1205,920226591,2021-04-02 00:40:01+00:00,2021-04-01 23:57:44+00:00,2021-04-01 23:59:56+00:00,"OHIO DR SW & INDEPENDENCE AVE SW, WASHINGTON, DC",-77.0501770000,38.8871370000,TC,"[{'UnitID': 'A01', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A01', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E6100000BB809719364353C0290989B48D714340,"['""A01""', '""E13""']",EMS1205920226591,,,,,,,,,,1,,,,,1,0.0679291,,3,44,1,Yes,BD,1,10,25.0,19.0,,OHIO DR SW,135373,Local,0.82788703,342,REGULAR,"['Local', 'Principal Arterial']","['124558', '135373', '135643', '137216']","['23RD STREET SW', 'INDEPENDENCE AVENUE SW', 'OHIO DRIVE SW']",1
11.00,36.00,38.00,[None],,,,,,8D,Cluster 44,Joint Base Anacostia-Bolling,8D04,Ward 8,010900,FAR SOUTHEAST AND SOUTHWEST,EMS1205,854286925,2020-12-30 19:00:01+00:00,2020-12-30 12:12:34+00:00,2020-12-30 12:51:36+00:00,"LABORATORY RD SW, WASHINGTON, DC",-77.0166210000,38.8224880000,TC,"[{'UnitID': 'A33', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T12:51:36Z'}, {'UnitID': 'BC3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T12:29:03Z'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T12:32:42Z'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T12:48:18Z'}, {'UnitID': 'T08', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T12:41:37Z'}]",0,0,0,"[{'UnitID': 'A33', 'UnitClearedDateTime': '2020-12-30T12:51:36Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'BC3', 'UnitClearedDateTime': '2020-12-30T12:29:03Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E25', 'UnitClearedDateTime': '2020-12-30T12:32:42Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E33', 'UnitClearedDateTime': '2020-12-30T12:48:18Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T08', 'UnitClearedDateTime': '2020-12-30T12:41:37Z', 'PulsePointDispatchStatus': 'AR'}]",5,0101000020E610000051DB8651104153C01DAD6A4947694340,"['""A33""', '""BC3""', '""E25""', '""E33""', '""T08""']",EMS1205854286925,197353040,0101000020E610000083E887D00F4153C014B68BD451694340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.81910599,0 days 01:30:28.000000000,-515,137545,1,0.24523235,96681.0,2,48,0,,OB,0,,20.0,11.0,NHS Interstate,INTERSTATE 295 I BN,137545,Interstate,0.86606587,-141,UNDERPASS,"['Interstate', 'Local']","['123950', '137545']",['LABORATORY ROAD SW'],0
11.00,36.00,38.00,[None],,,,,,8D,Cluster 44,Joint Base Anacostia-Bolling,8D04,Ward 8,010900,FAR SOUTHEAST AND SOUTHWEST,EMS1205,857104228,2021-01-03 19:40:02+00:00,2021-01-03 13:19:01+00:00,2021-01-03 13:30:26+00:00,"LABORATORY RD SW, WASHINGTON, DC",-77.0166210000,38.8224880000,TC,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-03T13:28:05Z'}, {'UnitID': 'BC3', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-03T13:25:58Z'}, {'UnitID': 'E25', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-03T13:30:25Z'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-03T13:27:33Z'}, {'UnitID': 'T08', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-03T13:30:21Z'}]",0,0,0,"[{'UnitID': 'A32', 'UnitClearedDateTime': '2021-01-03T13:28:05Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'BC3', 'UnitClearedDateTime': '2021-01-03T13:25:58Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E25', 'UnitClearedDateTime': '2021-01-03T13:30:25Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E33', 'UnitClearedDateTime': '2021-01-03T13:27:33Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'T08', 'UnitClearedDateTime': '2021-01-03T13:30:21Z', 'PulsePointDispatchStatus': 'AR'}]",5,0101000020E610000051DB8651104153C01DAD6A4947694340,"['""A32""', '""BC3""', '""E25""', '""E33""', '""T08""']",EMS1205857104228,,,,,,,,,,1,,,,,1,0.24523235,96681.0,2,48,0,,OB,0,,20.0,11.0,NHS Interstate,INTERSTATE 295 I BN,137545,Interstate,0.86606587,-57,OVERPASS,"['Interstate', 'Local']","['123950', '137545']",['INTERSTATE 295 NORTHBOUND'],0
11.00,36.00,38.00,[None],,,,,,8D,Cluster 44,Joint Base Anacostia-Bolling,8D04,Ward 8,010900,FAR SOUTHEAST AND SOUTHWEST,EMS1205,872931604,2021-01-27 05:40:02+00:00,2021-01-26 22:51:55+00:00,2021-01-26 23:27:24+00:00,"LABORATORY RD SW, WASHINGTON, DC",-77.0166210000,38.8224880000,TC,"[{'UnitID': 'A18', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-26T23:10:50Z'}, {'UnitID': 'BC3', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E13', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-26T23:16:31Z'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T08', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-26T23:06:52Z'}]",0,0,0,"[{'UnitID': 'A18', 'UnitClearedDateTime': '2021-01-26T23:10:50Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'BC3', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E13', 'UnitClearedDateTime': '2021-01-26T23:16:31Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E33', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'T08', 'UnitClearedDateTime': '2021-01-26T23:06:52Z', 'PulsePointDispatchStatus': 'AR'}]",5,0101000020E610000051DB8651104153C01DAD6A4947694340,"['""T08""', '""A18""', '""BC3""', '""E13""', '""E33""']",EMS1205872931604,,,,,,,,,,1,,,,,1,0.24523235,96681.0,2,48,0,,OB,0,,20.0,11.0,NHS Interstate,INTERSTATE 295 I BN,137545,Interstate,0.86606587,-57,OVERPASS,"['Interstate', 'Local']","['123950', '137545']",['INTERSTATE 295 NORTHBOUND'],0
