,OBJECTID_left,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MARID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,BLOCKKEY,SUBBLOCKKEY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER,geometry,YEAR,index_right,OBJECTID_right,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
171348,167505421,27619590,18044228,2018-03-19T16:45:26+00:00,13081512,8143.06,0.81,6313.0,6710.0,2018-03-19T04:00:00+00:00,1970-01-01T00:00:00+00:00,278556,5010 SOUTHERN AVENUE SE,38.876133,-76.930864,406057.21,134316.086,Ward 7,{FC082618-4ECD-4F4B-8989-1E9E4B3DCEC6},5078 BENNING ROAD SE,200.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13015342,BENNING RD SE,16.71,Northeast,,1970-01-01T00:00:00+00:00,38.876128,-76.930857,406043.59,134329.7,7d46a14a4ce9dadb324fb01a40f802ed,7d46a14a4ce9dadb324fb01a40f802ed,0,0,0,0,POINT Z (-76.93086585424336 38.87614097099595 0),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171390,167505463,24998215,14073624,2014-05-23T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2014-05-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,278162,2455 ALABAMA AVE SE,38.853037,-76.969521,402645.61,131692.421,Ward 8,{147745F0-26F4-4F13-B919-9C02730EB61B},2455 ALABAMA AVENUE SE,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171394,167505467,24998220,14073614,2014-05-23T05:00:00+00:00,Route not found,0.0,0.0,,,2014-05-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,904937,27TH ST SE and  MINNESOTA AVE SE,38.874314,-76.969027,402687.7,134054.32,Ward 7,{2F675727-33A1-4CD1-AD55-B576C277517A},27TH STREET SE AND MINNESOTA AVENUE SE,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171413,167505486,28097566,19119627,2019-07-09T06:57:59+00:00,13081512,9417.81,6.56,,,2019-07-08T04:00:00+00:00,1970-01-01T00:00:00+00:00,7497,5600 SOUTHERN AVENUE SE,38.88453,-76.920082,406933.927,135191.009,Ward 7,{400A3E9E-F9C5-4E54-B4B6-01E90B8488B1},5600 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13021582,CENTRAL AVE SE,25.16,Southwest,,1970-01-01T00:00:00+00:00,38.885508,-76.918718,406920.99,135204.02,c228a38131f96d6fa2499568597b1cbf,c228a38131f96d6fa2499568597b1cbf,0,0,0,0,POINT Z (-76.91877364668917 38.88555761573782 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171421,167505494,25129341,14140779,2014-09-15T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2014-09-15T04:00:00+00:00,1970-01-01T00:00:00+00:00,900729,14TH ST NE and  FRANKLIN ST NE,38.925699,-76.985799,401231.42,139758.16,Ward 5,{6F414F19-362D-4AB5-B83B-62F2078BF7CA},14TH STREET NE AND FRANKLIN STREET NE,100.0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171423,167505496,28251113,19219586,2019-12-10T03:30:27+00:00,12079952,1528.7,0.04,,,2019-12-09T05:00:00+00:00,1970-01-01T00:00:00+00:00,82912,EASTERN AVE NE & SHERIFF RD NE,38.903999,-76.923599,406626.969,137351.933,Ward 7,{BE1EF4EB-CBEA-4B14-A9D9-A29CAABC9BB1},960 DIVISION AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12029642,DIVISION AVE NE,0.03,West,,1970-01-01T00:00:00+00:00,38.903998,-76.923599,406626.97,137351.93,688320453fff5cfa5f79675e8b301228,94da19fd05348dee17dd3b020c524826,0,0,0,0,POINT Z (-76.92360136107327 38.90400615405564 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171438,167505511,25129373,14140529,2014-09-14T05:00:00+00:00,Route not found,0.0,0.0,6661.0,12755.0,2014-09-14T04:00:00+00:00,1970-01-01T00:00:00+00:00,288144,424 RHODE ISLAND AVE NE,38.920231,-76.999249,400065.107,139151.099,Ward 5,{DDDFAAB5-3E60-4EAF-87D1-22B5857D5227},424 RHODE ISLAND AVENUE NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171545,167505618,25068366,14109306,2014-07-23T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2014-07-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,74213,1100 MOUNT OLIVET RD NE,38.910185,-76.985549,401253.375,138036.007,Ward 5,{2D83D425-CFDE-476A-BE5F-E1292386825B},1109 MOUNT OLIVET ROAD NE,88.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171577,167505650,28214143,19196783,2019-11-03T07:33:26+00:00,11092692,1957.58,29.88,,,2019-11-02T04:00:00+00:00,1970-01-01T00:00:00+00:00,265981,5401 WESTERN AVENUE NW,38.961017,-77.084484,392677.833,143682.105,Ward 3,{68089783-99F2-4974-AC31-005F3AB13E25},5401 WESTERN AVENUE NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,11094062,WISCONSIN CIR NW,13.71,Southwest,,1970-01-01T00:00:00+00:00,38.961753,-77.084987,392677.62,143715.53,e16a74df027bbe905493d6e1c8be4a17,e16a74df027bbe905493d6e1c8be4a17,0,0,1,0,POINT Z (-77.08474637103221 38.96156977016535 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171580,167505653,28083077,19110428,2019-06-25T03:02:34+00:00,13081512,1631.72,4.71,,,2019-06-24T04:00:00+00:00,1970-01-01T00:00:00+00:00,82886,950 SOUTHERN AVENUE SE,38.831751,-76.988124,401031.199,129329.221,Ward 8,{BE5344F3-F971-4D64-87AE-B34B16ACAD97},950 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47054192,Alley-47054192,9.39,Southwest,,1970-01-01T00:00:00+00:00,38.831528,-76.987993,401041.92,129339.83,2c81b9b8ae3b3f97892d580f3ba245dc,a11485e2de682d80a76acfa6515debf5,0,0,0,0,POINT Z (-76.98803370691606 38.83156566005981 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171608,167505681,25068460,14109418,2014-07-23T05:00:00+00:00,Route not found,0.0,0.0,-9.0,21712.0,2014-07-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,223060,CONNECTICUT AVE NW and  Q ST NW,38.911131,-77.044157,396170.281,138141.813,Ward 2,{75AFFFEE-48FE-4E1F-A30C-128A84A95D60},CONNECTICUT AVENUE APARTMENTS,86.08000183,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171620,167505693,25068483,14109163,2014-07-23T05:00:00+00:00,Route not found,0.0,0.0,5975.0,4320.0,2014-07-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,312487,4100 SOUTH DAKOTA AVE NE,38.939989,-76.980151,401720.83,141344.62,Ward 5,{6C798FD6-8430-42FB-A29D-AD4E950B4424},4101 SOUTH DAKOTA AVENUE NE,88.0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171633,167505706,26641366,10130210,2010-09-08T05:00:00+00:00,Route not found,0.0,0.0,4766.0,13912.0,2010-09-08T04:00:00+00:00,1970-01-01T00:00:00+00:00,310473,P STREET,38.909634,-77.050447,395624.61,137975.97,Ward 2,{AECF4705-A850-4605-A5F5-4F3E87253806},P STREET BRIDGE,90.66999817,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171651,167505724,25068528,14014620,2014-01-31T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2014-01-31T05:00:00+00:00,1970-01-01T00:00:00+00:00,900881,MISSOURI AVE NW and  NEW HAMPSHIRE AVE NW,38.955179,-77.010301,399107.14,143030.67,Ward 4,{5806C218-EA74-404A-B304-5885682BEC3C},NEW HAMPSHIRE AVENUE NW AND MISSOURI AVENUE NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171684,167505757,26641450,10126378,2010-09-01T05:00:00+00:00,Route not found,0.0,0.0,15656.0,40059.0,2010-09-01T04:00:00+00:00,1970-01-01T00:00:00+00:00,293243,50 MASSACHUSETTS AVE NE,38.896868,-77.006419,399443.143,136557.65,Ward 6,{53D6E3B9-77B3-4C07-84A6-B6E7A2F45920},50 MASSACHUSETTS AVENUE NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171689,167505762,28147918,19152670,2019-08-28T22:40:23+00:00,12031982,1604.93,6.93,,,2019-08-28T04:00:00+00:00,1970-01-01T00:00:00+00:00,148940,914 EASTERN AVENUE NE,38.901198,-76.92246,406725.99,137041.07,Ward 7,{5B19BC65-9978-4314-94BF-A1433CD0C0D1},914 EASTERN AVENUE NE,200.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58020412,Driveway-58020412,51.48,Northwest,,1970-01-01T00:00:00+00:00,38.903419,-76.922975,406741.45,137073.71,993a4b2eecca598e7ad4b9dd352b0e22,f3e77c1302769cdcb628a013d7403043,0,0,0,0,POINT Z (-76.92292081506959 38.90347100699309 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171704,167505777,24544333,13050562,2013-04-18T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2013-04-18T04:00:00+00:00,1970-01-01T00:00:00+00:00,229167,510 LAMONT ST NW,38.931047,-77.020427,398228.867,140351.927,Ward 1,{644CE1FA-AB99-45DD-9E69-E6325931E6AA},510 LAMONT STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171706,167505779,27377848,17126047,2017-07-23T01:11:07+00:00,13081512,528.77,19.88,-9.0,30161.0,2017-07-22T04:00:00+00:00,1970-01-01T00:00:00+00:00,2467,634 SOUTHERN AVENUE SE,38.82498,-76.997073,400254.181,128577.531,Ward 8,{E5395763-9D1F-4D18-8757-5F71F51B69AE},634 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13031952,EAST MEADOWS CT SE,21.61,Northeast,,1970-01-01T00:00:00+00:00,38.824864,-76.996931,400266.51,128564.67,c79cf15b7261a68f85addee7ccb00cbe,5ecde903f5172e3db937b3e34e21e661,0,0,0,0,POINT Z (-76.99677210859579 38.82474456547266 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171708,167505781,24544342,13049903,2013-04-17T05:00:00+00:00,Route not found,0.0,0.0,8186.0,1437.0,2013-04-17T04:00:00+00:00,1970-01-01T00:00:00+00:00,298101,NORTH CAPITOL ST NE and  P ST NE,38.909639,-77.009051,399214.981,137975.267,Ward 5,{211B10BB-319E-48A9-82AD-AEB9BA8E7EFE},NORTH CAPITOL AT PLYMOUTH,88.72000122,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171740,167505813,28444899,20090823,2020-06-21T03:45:37+00:00,13081512,8084.31,13.44,,,2020-06-20T04:00:00+00:00,1970-01-01T00:00:00+00:00,19033,4616 SOUTHERN AVENUE SE,38.874873,-76.933011,405812.925,134118.086,Ward 7,{07D5C466-ABC6-430E-A5AE-474EF7D8100E},4616 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13016802,BOONES HILL RD SE,21.48,Southwest,,1970-01-01T00:00:00+00:00,38.875602,-76.931764,405812.62,134099.28,a475dff02e6c4a6b6ce0453e88023610,a475dff02e6c4a6b6ce0453e88023610,0,0,0,0,POINT Z (-76.93165669226406 38.87552418082851 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171773,167505846,28445894,20091194,2020-06-22T02:53:19+00:00,13081512,8502.5,5.71,,,2020-06-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,12474,5140 SOUTHERN AVENUE SE,38.878411,-76.928475,406206.207,134511.106,Ward 7,{C97BA359-9097-4FCC-9DA5-C6421C0EECB4},5140 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13042352,GUNTHER ST SE,23.11,Southwest,,1970-01-01T00:00:00+00:00,38.878202,-76.928301,406204.19,134492.54,1c83e8976c3c59c48a16180da302bb4e,4c1ee2aaa90a27ef46d17f602eb954cd,0,0,0,0,POINT Z (-76.92825679690863 38.87817334078459 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171793,167505866,28444922,20090677,2020-06-21T04:33:59+00:00,13081512,987.33,33.81,,,2020-06-20T04:00:00+00:00,1970-01-01T00:00:00+00:00,79579,800 SOUTHERN AVENUE SE,38.827449,-76.99528,400409.81,128851.572,Ward 8,{4B4D1853-74F4-426E-ACB2-2D8B9CB9C1BA},800 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58002222,Driveway-58002222,58.18,Southwest,,1970-01-01T00:00:00+00:00,38.827364,-76.993958,400467.3,128840.97,dd9cd4d77a53ca674444b007c2a2b73e,a035863f67ab02221ea3f2dbed3c4799,0,0,0,0,POINT Z (-76.99368579084165 38.8271557461274 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171794,167505867,28446721,20091421,2020-06-22T17:10:02+00:00,12031982,2699.32,0.01,,,2020-06-22T04:00:00+00:00,1970-01-01T00:00:00+00:00,908168,MINNESOTA AVE NE & EASTERN AVE NE,38.910116,-76.931408,405949.09,138030.51,Ward 7,{C743CD9C-56A5-49F0-BDEA-D4163BE2172D},MINNESOTA AVENUE NE AND EASTERN AVENUE NE,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12009132,ADDISON RD NE,0.01,Southeast,,1970-01-01T00:00:00+00:00,,,405949.09,138030.51,f171b9dfa2295d05e1686f0806757b54,ff385406f590711daecf400d30d402a4,0,0,0,0,POINT Z (-76.93141018023137 38.91012385938996 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171835,167505908,28446787,20091513,2020-06-22T20:28:36+00:00,11092692,2842.1,11.37,,,2020-06-22T04:00:00+00:00,1970-01-01T00:00:00+00:00,285266,5729 WESTERN AVENUE NW,38.966795,-77.077376,393294.375,144322.953,Ward 3,{1907D072-AEDE-46BB-8119-4C3C0A1F07F7},5729 WESTERN AVENUE NW,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11022882,CHEVY CHASE CIR NW,6.43,Southwest,,1970-01-01T00:00:00+00:00,38.967198,-77.077385,393286.51,144335.82,de33f877db00135a8be63c2bc92824cb,de33f877db00135a8be63c2bc92824cb,0,0,0,0,POINT Z (-77.07749327468753 38.96726615402781 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171856,167505929,28447924,20092073,2020-06-24T02:25:36+00:00,13081512,0.0,1.35,,,2020-06-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,277854,306 SOUTHERN AVENUE SE,38.822039,-77.000767,399933.38,128250.977,Ward 8,{A80EF46D-E22D-493D-B4CA-152DF1C59672},306 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15081252,SOUTH CAPITOL ST BN,17.78,Northeast,,1970-01-01T00:00:00+00:00,38.821386,-77.001156,399916.7,128248.61,b6ba3908231dce69cdfa406f248cf82b,d71b02dd0f9d6f299491daf7cecc8f09,0,0,0,0,POINT Z (-77.00116902995374 38.82140253154676 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171864,167505937,26645537,10150118,2010-10-16T05:00:00+00:00,13092882,1514.77,0.02,5605.0,6145.0,2010-10-16T04:00:00+00:00,1970-01-01T00:00:00+00:00,904869,SOUTHERN AVE AND WHEELER RD SE,38.832109,-76.987326,401100.43,129368.96,Ward 8,{ACA026D9-E1BE-44AD-ADD2-C92D6276604C},SOUTHERN AVENUE SE AND WHEELER ROAD SE,87.5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13081512,SOUTHERN AVE SE,0.0,Northwest,,1970-01-01T00:00:00+00:00,,,,,2c81b9b8ae3b3f97892d580f3ba245dc,52d3451eeaa3b977f2e170229feae197,0,0,1,0,POINT Z (-76.98732837972517 38.83211663336529 0),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171923,167505996,28450744,20093340,2020-06-26T18:57:44+00:00,13081512,3716.27,4.44,,,2020-06-26T04:00:00+00:00,1970-01-01T00:00:00+00:00,48971,2300 SOUTHERN AVENUE SE,38.845014,-76.971122,402506.894,130801.807,Ward 8,{27C8AADC-6E52-4C4E-8406-A78895BC1CE6},2300 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13002302,23RD ST SE,6.98,Southwest,,1970-01-01T00:00:00+00:00,38.84481,-76.970981,402517.14,130811.95,1a045e6fa575135335384ea5615b3df1,1a045e6fa575135335384ea5615b3df1,0,0,1,0,POINT Z (-76.97101935731874 38.84484614733809 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171974,167506047,28451782,20093792,2020-06-27T20:51:50+00:00,13081512,1631.72,1.08,,,2020-06-27T04:00:00+00:00,1970-01-01T00:00:00+00:00,81992,908 SOUTHERN AVENUE SE,38.831186,-76.989121,400944.609,129266.501,Ward 8,{5B48150B-9432-4849-90BB-97412E0C6135},908 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47054192,Alley-47054192,34.59,Southwest,,1970-01-01T00:00:00+00:00,38.831404,-76.988245,400955.1,129256.25,2c81b9b8ae3b3f97892d580f3ba245dc,a11485e2de682d80a76acfa6515debf5,0,0,0,0,POINT Z (-76.98823850826608 38.83140483474163 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171975,167506048,28451916,20093971,2020-06-28T03:20:40+00:00,13081512,1708.88,21.0,,,2020-06-27T04:00:00+00:00,1970-01-01T00:00:00+00:00,82898,954 SOUTHERN AVENUE SE,38.831907,-76.987584,401078.01,129346.54,Ward 8,{9FB140C2-DFFC-4F3C-82F4-44E72CAB1CDA},954 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13092882,WHEELER RD SE,31.71,Southwest,,1970-01-01T00:00:00+00:00,38.832041,-76.987755,401063.2,129361.42,2c81b9b8ae3b3f97892d580f3ba245dc,52d3451eeaa3b977f2e170229feae197,0,0,0,0,POINT Z (-76.98758665428342 38.83191465532591 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171977,167506050,28451791,20093752,2020-06-27T21:19:57+00:00,13081512,3716.27,1.36,,,2020-06-27T04:00:00+00:00,1970-01-01T00:00:00+00:00,49501,INTERSECTION OF 23RD AND SOUTHERN AVENUE SE,38.844867,-76.97098,402519.241,130785.539,Ward 8,{E74F8E21-446F-428A-88E8-914B2CD3778F},2250 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13002302,23RD ST SE,2.43,Southwest,,1970-01-01T00:00:00+00:00,38.844876,-76.970991,,,1a045e6fa575135335384ea5615b3df1,1a045e6fa575135335384ea5615b3df1,0,0,0,0,POINT Z (-76.97098218433821 38.84487506422268 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172064,167506137,27228930,17031837,2017-02-25T01:44:43+00:00,0,0.0,14.08,-9.0,32871.0,2017-02-24T05:00:00+00:00,1970-01-01T00:00:00+00:00,276659,4675 SOUTH CAPITOL STREET SW,38.821202,-77.001442,399875.52,128157.341,Ward 8,{DF2FE3E0-A520-4B6E-9F8A-58EE5CF0E326},4675 SOUTH CAPITOL STREET SW,200.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Not Available,0.0,East,,1970-01-01T00:00:00+00:00,38.821202,-77.001442,399845.08,128156.63,16d7cb32cf51334d9dc8bfae3e91c822,8a560881a426cd24da7fb36d35c60859,0,0,0,0,POINT Z (-77.00130219287652 38.82127090725187 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
